Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
1,CJ Abrams*,21,TOT,NL,52,163,148,16,33,5,0,2,14,2,2,4,34,.223,.273,.297,.571,66,44,4,7,2,2,0,64/H9D,abramcj01
2,CJ Abrams*,21,SDP,NL,46,139,125,16,29,5,0,2,11,1,2,4,27,.232,.285,.320,.605,76,40,4,6,2,2,0,64/H9D,abramcj01
3,CJ Abrams*,21,WSN,NL,6,24,23,0,4,0,0,0,3,1,0,0,7,.174,.208,.174,.382,13,4,0,1,0,0,0,/6,abramcj01
4,Albert Abreu,26,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,abreual01
5,Albert Abreu,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,abreual01
6,José Abreu,35,CHW,AL,119,514,454,66,140,29,0,14,58,0,0,51,83,.308,.383,.465,.848,140,211,13,6,0,3,2,*3D,abreujo02
7,Ronald Acuna Jr.,24,ATL,NL,86,387,332,54,90,16,0,10,32,25,9,43,89,.271,.367,.410,.777,115,136,4,9,0,3,2,9D/H8,acunaro01
8,Willy Adames,26,MIL,NL,97,428,388,59,86,17,0,24,69,4,2,36,114,.222,.287,.451,.738,105,175,8,1,0,3,0,*6/DH,adamewi01
9,Riley Adams,26,WSN,NL,27,88,78,8,15,1,0,3,5,0,1,9,26,.192,.284,.321,.605,76,25,1,1,0,0,0,2/H3D,adamsri03
10,Jo Adell,23,LAA,AL,54,181,169,13,38,9,0,4,16,3,2,9,65,.225,.271,.349,.620,75,59,4,2,0,1,0,79/H,adelljo01
11,Ehire Adrianza#,32,TOT,NL,34,100,89,7,16,3,0,0,7,1,0,9,24,.180,.260,.213,.473,40,19,2,1,0,1,0,5/74H6D1,adriaeh01
12,Ehire Adrianza#,32,WSN,NL,31,94,84,5,15,2,0,0,7,1,0,8,22,.179,.255,.202,.458,36,17,2,1,0,1,0,5/7H46D1,adriaeh01
13,Ehire Adrianza#,32,ATL,NL,3,6,5,2,1,1,0,0,0,0,0,1,2,.200,.333,.400,.733,102,2,0,0,0,0,0,/4,adriaeh01
14,Jesus Aguilar,32,MIA,NL,110,444,404,36,95,18,0,15,48,1,0,27,103,.235,.285,.391,.676,89,158,8,3,0,5,1,3D/H5,aguilje01
15,Nick Ahmed,32,ARI,NL,17,54,52,7,12,2,0,3,7,0,1,2,15,.231,.259,.442,.702,94,23,2,0,0,0,0,6/HD,ahmedni01
16,Hanser Alberto,29,LAD,NL,57,123,122,12,30,7,1,2,14,0,1,1,21,.246,.252,.369,.621,69,45,3,0,0,0,0,4H5/D1396,alberha01
17,Ozzie Albies#,25,ATL,NL,62,263,242,34,59,15,0,8,33,3,5,15,46,.244,.289,.405,.694,90,98,0,2,0,4,0,4/H,albieoz01
18,Sergio Alcantara#,25,TOT,NL,69,156,142,19,30,5,1,3,17,0,2,8,36,.211,.253,.324,.577,64,46,3,1,2,3,0,546H/D,alcanse01
19,Sergio Alcantara#,25,ARI,NL,47,118,107,16,26,5,1,3,14,0,0,6,24,.243,.284,.393,.677,90,42,3,1,2,2,0,546/HD,alcanse01
20,Sergio Alcantara#,25,SDP,NL,22,38,35,3,4,0,0,0,3,0,2,2,12,.114,.158,.114,.272,-19,4,0,0,0,1,0,/645HD,alcanse01
21,Jorge Alfaro,29,SDP,NL,69,246,230,25,60,13,0,7,36,1,0,10,87,.261,.297,.409,.705,102,94,3,3,0,3,0,2/DH,alfarjo01
22,Anthony Alford,27,PIT,NL,2,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,42,1,0,0,0,0,0,/879,alforan01
23,Austin Allen*,28,OAK,AL,5,16,14,1,1,0,0,0,0,0,0,1,9,.071,.188,.071,.259,-19,1,1,1,0,0,0,/2D,allenau01
24,Greg Allen#,29,PIT,NL,24,82,73,10,13,3,0,1,5,6,0,8,23,.178,.268,.260,.529,50,19,2,1,0,0,0,7/89HD,allengr01
25,Nick Allen,23,OAK,AL,61,190,174,18,36,8,0,3,10,1,2,14,37,.207,.270,.305,.574,69,53,3,1,1,0,0,46/H,allenni02
26,Albert Almora,28,CIN,NL,63,231,212,25,48,10,1,5,29,3,2,16,45,.226,.283,.354,.636,71,75,9,1,1,1,0,987/HD,almoral01
27,Pete Alonso,27,NYM,NL,121,518,451,68,122,23,0,30,102,3,1,49,102,.271,.349,.521,.870,144,235,12,10,0,8,13,*3D,alonspe01
28,Jose Altuve,32,HOU,AL,105,453,396,68,110,26,0,20,44,12,1,49,67,.278,.366,.495,.861,144,196,11,7,0,1,1,*4/HD,altuvjo01
29,Jose Alvarado*,27,PHI,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,alvarjo03
30,Eddy Alvarez*,32,LAD,NL,14,27,25,1,4,0,0,0,3,1,0,0,9,.160,.154,.160,.314,-13,4,1,0,1,1,0,/59HD76,alvared01
31,Yordan Alvarez*,25,HOU,AL,103,428,356,76,105,16,2,31,77,1,1,62,85,.295,.400,.612,1.012,185,218,9,4,0,6,7,D7/H,alvaryo01
32,Brian Anderson,29,MIA,NL,61,232,204,27,50,12,1,4,14,1,0,25,68,.245,.336,.373,.709,101,76,4,3,0,0,2,59/7H4,anderbr06
33,Tim Anderson,29,CHW,AL,79,351,332,50,100,13,0,6,25,13,0,14,55,.301,.339,.395,.734,108,131,10,5,0,0,1,6,anderti01
34,Tyler Anderson*,32,LAD,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/H,anderty01
35,Elvis Andrus,33,TOT,AL,108,394,362,42,85,24,0,8,30,8,4,30,64,.235,.297,.367,.664,94,133,10,2,0,0,0,*6/HD,andruel01
36,Elvis Andrus,33,OAK,AL,106,386,354,41,84,24,0,8,30,7,4,30,62,.237,.301,.373,.673,97,132,10,2,0,0,0,*6/HD,andruel01
37,Elvis Andrus,33,CHW,AL,2,8,8,1,1,0,0,0,0,1,0,0,2,.125,.125,.125,.250,-28,1,0,0,0,0,0,/6,andruel01
38,Miguel Andujar,27,NYY,AL,19,70,67,7,16,2,0,0,5,4,0,2,16,.239,.257,.269,.526,52,18,0,0,0,1,0,7/DH,andujmi01
39,Mark Appel,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,appelma01
40,Aristides Aquino,28,CIN,NL,45,140,134,13,24,4,0,4,13,2,1,6,59,.179,.214,.299,.513,37,40,0,0,0,0,0,9/7H8,aquinar01
41,Jonathan Aranda*,24,TBR,AL,7,16,16,1,6,1,0,0,2,0,0,0,3,.375,.375,.438,.813,139,7,0,0,0,0,0,/43DH,arandjo01
42,Jonathan Arauz#,23,TOT,AL,15,41,38,3,5,0,0,1,5,0,0,1,12,.132,.150,.211,.361,1,8,0,0,1,1,0,/546H,arauzjo01
43,Jonathan Arauz#,23,BOS,AL,6,12,10,1,0,0,0,0,1,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,1,0,/46H,arauzjo01
44,Jonathan Arauz#,23,BAL,AL,9,29,28,2,5,0,0,1,4,0,0,1,9,.179,.207,.286,.493,39,8,0,0,0,0,0,/54H6,arauzjo01
45,Orlando Arcia,27,ATL,NL,56,196,173,20,42,7,0,7,26,0,0,19,42,.243,.321,.405,.726,100,70,7,2,0,2,0,4/D75H6,arciaor01
46,Nolan Arenado,31,STL,NL,111,471,423,60,126,33,1,25,78,2,3,40,60,.298,.361,.558,.919,162,236,12,4,0,4,3,*5D/H,arenano01
47,Gabriel Arias,22,CLE,AL,6,20,19,2,2,0,0,0,1,0,0,1,8,.105,.150,.105,.255,-24,2,0,0,0,0,0,/546,ariasga01
48,Randy Arozarena,27,TBR,AL,114,478,434,50,110,26,2,16,64,22,10,35,118,.253,.320,.433,.753,119,188,15,8,0,1,2,*7D9/H,arozara01
49,Luis Arraez*,25,MIN,AL,106,447,402,67,134,22,1,7,40,4,3,42,35,.333,.398,.445,.843,145,179,4,2,0,1,2,34DH/5,arraelu01
50,Christian Arroyo,27,BOS,AL,61,204,189,24,55,10,1,5,22,3,1,10,31,.291,.335,.434,.769,113,82,5,3,1,1,0,496/5HD3,arroych01
51,Willians Astudillo,30,MIA,NL,21,55,54,5,13,0,0,1,4,1,0,1,3,.241,.255,.296,.551,55,16,2,0,0,0,0,5/4H31D,astudwi01
52,Jose Azocar,26,SDP,NL,72,143,133,13,31,6,3,0,8,4,5,9,32,.233,.280,.323,.603,75,43,3,0,0,1,0,9H78/D,azocajo01
53,Akil Baddoo*,23,DET,AL,42,127,117,11,22,1,0,1,5,3,3,10,37,.188,.252,.222,.474,40,26,2,0,0,0,0,78/HD,baddoak01
54,Harrison Bader,28,STL,NL,72,264,246,35,63,7,3,5,21,15,2,13,47,.256,.303,.370,.673,94,91,4,4,0,1,0,8/H,baderha01
55,Javier Baez,29,DET,AL,107,439,412,43,92,24,2,11,45,7,1,19,109,.223,.264,.371,.636,82,153,12,5,0,3,0,*6/DH,baezja01
56,Rylan Bannon,26,BAL,AL,4,15,14,0,2,0,0,0,0,0,0,0,5,.143,.200,.143,.343,1,2,0,1,0,0,0,/5D,bannory01
57,Daniel Bard,37,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bardda01
58,Joe Barlow,26,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,barlojo01
59,Scott Barlow,29,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,barlosc01
60,Austin Barnes,32,LAD,NL,44,146,123,21,22,4,0,5,16,2,1,19,25,.179,.301,.333,.635,76,41,5,3,0,1,0,2/DH4,barneau01
61,Tucker Barnhart*,31,DET,AL,74,231,214,10,45,6,0,0,13,0,0,16,63,.210,.268,.238,.507,49,51,5,1,0,0,0,2/51,barnhtu01
62,Luis Barrera*,26,OAK,AL,32,85,77,3,18,5,0,1,7,3,0,6,17,.234,.294,.338,.632,86,26,2,1,0,1,0,79/H8,barrelu01
63,Tres Barrera,27,WSN,NL,13,33,31,2,6,1,0,0,4,0,0,2,11,.194,.242,.226,.468,37,7,1,0,0,0,0,2,barretr01
64,Jose Barrero,24,CIN,NL,15,57,57,4,11,1,0,2,6,1,0,0,29,.193,.193,.316,.509,35,18,1,0,0,0,0,6,garcijo02
65,Joey Bart,25,SFG,NL,69,213,189,26,43,4,0,10,21,2,1,20,81,.228,.315,.407,.722,102,77,2,4,0,0,0,2/HD,bartjo01
66,Anthony Bass,34,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/DH,bassan01
67,Anthony Bass,34,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/DH,bassan01
68,Matthew Batten,27,SDP,NL,15,22,19,0,2,1,0,0,1,0,0,2,6,.105,.227,.158,.385,15,3,0,1,0,0,0,/5H4D17,battema01
69,Brett Baty*,22,NYM,NL,5,19,17,2,3,0,0,1,4,0,0,1,3,.176,.263,.353,.616,74,6,0,1,0,0,0,/5,batybr01
70,Félix Bautista,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bautife01
71,Matt Beaty*,29,SDP,NL,17,40,37,6,4,1,1,0,1,0,0,2,6,.108,.175,.189,.364,6,7,3,1,0,0,0,/9H3D7,beatyma01
72,Tim Beckham,32,MIN,AL,9,19,19,1,2,0,0,0,1,0,0,0,6,.105,.105,.105,.211,-38,2,2,0,0,0,0,/H3D7,beckhti01
73,David Bednar*,27,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bednada01
74,Seth Beer*,25,ARI,NL,38,126,111,4,21,3,0,1,9,0,0,11,31,.189,.278,.243,.521,50,27,3,3,0,1,1,D/3H,beerse01
75,Josh Bell#,29,TOT,NL,120,509,436,63,121,26,3,15,60,0,1,60,76,.278,.367,.454,.821,137,198,19,5,0,6,4,*3/DH,belljo02
76,Josh Bell#,29,WSN,NL,103,437,375,52,113,24,3,14,57,0,1,49,61,.301,.384,.493,.877,153,185,19,5,0,6,4,*3,belljo02
77,Josh Bell#,29,SDP,NL,17,72,61,11,8,2,0,1,3,0,0,11,15,.131,.264,.213,.477,41,13,0,0,0,0,0,3/DH,belljo02
78,Andrew Bellatti,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bellaan01
79,Cody Bellinger*,26,LAD,NL,107,425,390,55,80,21,3,16,50,11,2,29,119,.205,.261,.397,.659,79,155,7,2,0,4,0,*8/H,bellico01
80,Brandon Belt*,34,SFG,NL,78,298,254,25,54,9,1,8,23,1,0,37,81,.213,.326,.350,.676,92,89,9,6,0,1,2,3DH,beltbr01
81,Anthony Bemboom*,32,BAL,AL,22,59,52,4,6,2,0,1,1,0,0,6,17,.115,.207,.212,.418,20,11,1,0,1,0,0,2/H,bemboan01
82,Andrew Benintendi*,27,TOT,AL,115,477,420,48,125,20,3,3,44,7,3,51,71,.298,.372,.381,.753,116,160,7,1,1,4,0,*7/HD,beninan01
83,Andrew Benintendi*,27,KCR,AL,93,390,347,40,111,14,2,3,39,4,2,39,52,.320,.387,.398,.785,124,138,6,1,0,3,0,*7/HD,beninan01
84,Andrew Benintendi*,27,NYY,AL,22,87,73,8,14,6,1,0,5,3,1,12,19,.192,.302,.301,.604,75,22,1,0,1,1,0,7/H,beninan01
85,Will Benson*,24,CLE,AL,12,28,25,6,3,0,0,0,1,0,0,2,9,.120,.214,.120,.334,1,3,1,1,0,0,0,/8H97D,bensowi01
86,Wynton Bernard,31,COL,NL,6,22,22,5,7,1,0,0,2,3,0,0,3,.318,.318,.364,.682,83,8,1,0,0,0,0,/89,bernawy01
87,Jon Berti,32,MIA,NL,66,252,222,32,60,13,2,2,20,30,4,27,55,.270,.353,.374,.727,106,83,4,2,0,1,0,457/H68D,bertijo01
88,Christian Bethancourt,30,TOT,AL,73,238,224,30,53,12,0,6,22,5,1,11,54,.237,.278,.371,.649,89,83,4,2,1,0,0,32HD/1,bethach01
89,Christian Bethancourt,30,OAK,AL,56,182,169,23,42,11,0,4,19,4,1,10,41,.249,.298,.385,.683,99,65,3,2,1,0,0,32HD/1,bethach01
90,Christian Bethancourt,30,TBR,AL,17,56,55,7,11,1,0,2,3,1,0,1,13,.200,.214,.327,.542,57,18,1,0,0,0,0,2/3H,bethach01
91,Mookie Betts,29,LAD,NL,101,466,417,88,115,25,2,27,61,10,1,42,76,.276,.345,.540,.885,140,225,8,4,0,3,0,*9/4H,bettsmo01
92,Bo Bichette,24,TOR,AL,117,511,481,63,123,28,0,17,64,7,7,28,126,.256,.295,.420,.715,102,202,13,0,0,2,0,*6/DH,bichebo01
93,Phil Bickford,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bickfph01
94,Cavan Biggio*,27,TOR,AL,65,210,177,28,39,16,1,3,16,2,0,28,58,.220,.335,.373,.708,103,66,2,3,1,1,0,43/H9D7,biggica01
95,Charlie Blackmon*,35,COL,NL,108,469,428,55,113,18,4,16,67,3,1,27,82,.264,.316,.437,.753,100,187,9,7,4,3,3,D9/H,blackch02
96,Dairon Blanco,29,KCR,AL,5,7,7,1,2,0,0,0,2,1,0,0,4,.286,.286,.286,.571,64,2,0,0,0,0,0,/8HD,blancda02
97,Travis Blankenhorn*,25,NYM,NL,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/D,blanktr01
98,JJ Bleday*,24,MIA,NL,26,101,88,9,17,5,1,3,4,2,0,13,29,.193,.297,.375,.672,89,33,2,0,0,0,0,8/79,bledajj01
99,Richard Bleier*,35,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bleieri01
100,Xander Bogaerts,29,BOS,AL,115,483,427,65,128,31,0,9,49,7,1,43,97,.300,.371,.436,.806,125,186,10,8,0,5,2,*6/DH,bogaexa01
101,Alec Bohm,25,PHI,NL,112,458,426,58,121,19,2,8,50,1,3,22,89,.284,.317,.394,.711,99,168,13,2,0,8,1,*5/DH3,bohmal01
102,Ronald Bolanos,25,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,bolanro01
103,Skye Bolt#,28,OAK,AL,38,106,98,9,20,2,0,4,12,5,0,7,28,.204,.264,.347,.611,78,34,1,1,0,0,0,8/H97,boltsk01
104,David Bote,29,CHC,NL,21,59,54,9,14,3,0,1,3,1,0,3,25,.259,.322,.370,.692,94,20,0,2,0,0,0,4/35DH,boteda01
105,Sean Bouchard,26,COL,NL,3,9,7,1,0,0,0,0,0,0,0,2,2,.000,.222,.000,.222,-32,0,0,0,0,0,0,/7H,bouchse01
106,Bobby Bradley*,26,CLE,AL,8,17,17,1,2,0,0,0,0,0,0,0,9,.118,.118,.118,.235,-31,2,0,0,0,0,0,/3H,bradlbo01
107,Jackie Bradley Jr.*,32,TOT,AL,99,299,280,22,59,20,1,3,31,2,3,17,61,.211,.256,.321,.577,61,90,3,0,2,0,0,*98/H1,bradlja02
108,Jackie Bradley Jr.*,32,BOS,AL,91,290,271,21,57,19,1,3,29,2,3,17,58,.210,.257,.321,.578,61,87,3,0,2,0,0,*98/H1,bradlja02
109,Jackie Bradley Jr.*,32,TOR,AL,8,9,9,1,2,1,0,0,2,0,0,0,3,.222,.222,.333,.556,57,3,0,0,0,0,0,/8,bradlja02
110,Michael Brantley*,35,HOU,AL,64,277,243,28,70,14,1,5,26,1,1,31,30,.288,.370,.416,.785,125,101,1,1,1,1,2,D7,brantmi02
111,Rob Brantly*,32,NYY,AL,1,3,3,0,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,179,2,0,0,0,0,0,/2,brantro01
112,Matt Brash,24,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brashma01
113,Alex Bregman,28,HOU,AL,117,497,421,71,111,33,0,18,72,1,1,64,61,.264,.366,.470,.837,138,198,14,7,0,5,1,*5/H,bregmal01
114,Jonah Bride,26,OAK,AL,30,114,102,7,23,3,0,0,4,1,0,10,15,.225,.307,.255,.562,68,26,1,2,0,0,0,54/3D,bridejo01
115,Mike Brosseau,28,MIL,NL,54,131,116,11,31,4,0,5,19,2,0,12,37,.267,.351,.431,.782,120,50,0,3,0,0,0,5H/613D,brossmi01
116,Seth Brown*,29,OAK,AL,110,398,362,37,82,20,2,17,49,8,1,33,97,.227,.294,.434,.728,111,157,6,2,0,1,2,379H/8D,brownse01
117,Justin Bruihl*,25,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bruihju01
118,Vidal Brujan#,24,TBR,AL,46,152,138,11,23,5,0,2,15,4,5,12,36,.167,.230,.246,.477,41,34,2,0,0,2,0,49/6H58D,brujavi01
119,Kris Bryant,30,COL,NL,42,181,160,28,49,12,0,5,14,0,0,17,27,.306,.376,.475,.851,128,76,7,2,0,2,0,7D,bryankr01
120,Aaron Bummer*,28,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bummeaa01
121,Peyton Burdick,25,MIA,NL,15,52,45,2,8,4,0,1,3,0,0,6,21,.178,.288,.333,.622,76,15,1,1,0,0,0,/879,burdipe01
122,Jake Burger,26,CHW,AL,51,183,168,20,42,9,1,8,26,0,0,10,56,.250,.302,.458,.761,113,77,7,3,1,1,1,5/DH4,burgeja01
123,Byron Buxton,28,MIN,AL,91,379,338,61,75,13,3,28,51,5,0,33,115,.222,.303,.527,.830,135,178,0,7,0,1,0,8D/H,buxtoby01
124,Miguel Cabrera,39,DET,AL,97,375,342,23,90,9,0,4,37,1,0,25,90,.263,.315,.325,.639,87,111,7,3,0,5,3,*D/H,cabremi01
125,Oswaldo Cabrera#,23,NYY,AL,4,15,15,0,3,1,0,0,0,0,0,0,6,.200,.200,.267,.467,33,4,0,0,0,0,0,/596,cabreos01
126,Lorenzo Cain,36,MIL,NL,43,156,145,17,26,5,0,1,9,2,2,8,36,.179,.231,.234,.465,32,34,4,2,0,1,0,8/H,cainlo01
127,Kole Calhoun*,34,TEX,AL,97,350,322,35,68,14,1,11,43,2,2,21,105,.211,.269,.363,.632,81,117,4,5,0,2,0,*97HD/8,calhoko01
128,Willie Calhoun*,27,TEX,AL,18,53,44,7,6,3,0,1,2,0,0,8,6,.136,.283,.273,.556,62,12,1,1,0,0,0,D/7H,calhowi01
129,Alex Call,27,TOT,MLB,19,34,29,5,4,0,0,1,2,0,0,5,8,.138,.265,.241,.506,49,7,1,0,0,0,0,/7H98D,callal02
130,Alex Call,27,CLE,AL,12,16,12,2,2,0,0,0,0,0,0,4,4,.167,.375,.167,.542,65,2,0,0,0,0,0,/9H87,callal02
131,Alex Call,27,WSN,NL,7,18,17,3,2,0,0,1,2,0,0,1,4,.118,.167,.294,.461,30,5,1,0,0,0,0,/7HD,callal02
132,Johan Camargo#,28,PHI,NL,52,166,152,8,36,3,0,3,15,0,0,13,37,.237,.297,.316,.613,73,48,1,0,1,0,0,65H/43D,camarjo01
133,Daz Cameron,25,DET,AL,21,70,64,6,14,3,1,1,8,2,0,5,20,.219,.286,.344,.629,82,22,1,1,0,0,0,9/8H,camerda01
134,Luis Campusano,23,SDP,NL,4,13,12,1,1,0,0,0,1,0,0,0,2,.083,.077,.083,.160,-53,1,1,0,0,1,0,/DH,campulu01
135,Jeimer Candelario#,28,DET,AL,97,361,332,36,65,11,2,10,34,0,1,22,87,.196,.258,.331,.589,70,110,8,6,0,1,0,*5/HD,candeje01
136,Mark Canha,33,NYM,NL,102,385,329,51,89,15,0,8,42,2,1,40,71,.271,.371,.389,.760,118,128,3,14,0,2,1,*7H/89D35,canhama01
137,Robinson Canó*,39,TOT,NL,33,104,100,5,15,1,0,1,4,0,0,4,25,.150,.183,.190,.373,7,19,2,0,0,0,0,4/DH,canoro01
138,Robinson Canó*,39,NYM,NL,12,43,41,3,8,0,0,1,3,0,0,2,11,.195,.233,.268,.501,43,11,0,0,0,0,0,/4DH,canoro01
139,Robinson Canó*,39,SDP,NL,12,34,33,1,3,0,0,0,1,0,0,1,10,.091,.118,.091,.209,-38,3,0,0,0,0,0,/4HD,canoro01
140,Robinson Canó*,39,ATL,NL,9,27,26,1,4,1,0,0,0,0,0,1,4,.154,.185,.192,.377,5,5,2,0,0,0,0,/4H,canoro01
141,Conner Capel*,25,STL,NL,9,19,17,1,3,0,0,1,2,0,0,1,2,.176,.211,.353,.563,60,6,0,0,0,1,0,/9D7H,capelco01
142,Vinny Capra,25,TOR,AL,8,7,5,2,1,0,0,0,0,0,0,2,1,.200,.429,.200,.629,89,1,0,0,0,0,0,/HD479,capravi01
143,Victor Caratini#,28,MIL,NL,69,226,191,21,41,7,0,8,24,0,0,26,48,.215,.332,.377,.709,100,72,9,8,0,1,1,2/H3D,caratvi01
144,Dylan Carlson#,23,STL,NL,99,404,361,46,88,24,3,8,37,5,1,33,75,.244,.314,.393,.708,104,142,5,6,0,4,0,*89/HD,carlsdy01
145,Kerry Carpenter*,24,DET,AL,7,28,23,5,6,1,0,2,4,0,0,4,9,.261,.357,.565,.922,163,13,0,0,0,1,0,/D7,carpeke01
146,Matt Carpenter*,36,NYY,AL,47,154,128,28,39,9,0,15,37,0,0,19,35,.305,.412,.727,1.138,219,93,2,5,1,1,1,DH9/375,carpema01
147,Curt Casali,33,TOT,MLB,43,133,114,14,26,3,0,4,14,0,0,16,39,.228,.323,.360,.683,94,41,1,1,0,2,0,2/3D,casalcu01
